Parameters: 898771 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
0		0.8868		0.0427		0.0004880
1		0.6045				0.0006440
2		0.5555				0.0008000
3		0.5005				0.0009560
4		0.4918				0.0009994
5		0.4413				0.0009984
6		0.4268				0.0009975
7		0.4026				0.0009966
8		0.3743				0.0009957
9		0.3754				0.0009948
10		0.3484				0.0009939
11		0.3378				0.0009930
12		0.3439				0.0009921
13		0.3175				0.0009912
14		0.3210				0.0009903
15		0.2930				0.0009894
16		0.3094				0.0009885
17		0.3289				0.0009876
18		0.2901				0.0009867
19		0.3041				0.0009858
20		0.2894				0.0009849
21		0.2911				0.0009840
22		0.2761				0.0009831
23		0.2734				0.0009822
24		0.2956				0.0009813
25		0.2542				0.0009803
26		0.2746				0.0009794
27		0.2585				0.0009785
28		0.2462				0.0009776
29		0.2463				0.0009767
30		0.2750				0.0009758
31		0.2678				0.0009749
32		0.2570				0.0009740
33		0.2539				0.0009731
34		0.2500				0.0009722
35		0.2352				0.0009713
36		0.2416				0.0009704
37		0.2361				0.0009695
38		0.2308				0.0009686
39		0.2412				0.0009677
40		0.2379				0.0009667
41		0.2347				0.0009658
42		0.2342				0.0009649
43		0.2386				0.0009640
44		0.2305				0.0009631
45		0.2194				0.0009622
46		0.2226				0.0009613
47		0.2525				0.0009604
48		0.2460				0.0009595
49		0.2200				0.0009586
50		0.2163		0.0401		0.0009577
51		0.2126				0.0009568
52		0.3790				0.0009559
53		0.2978				0.0009549
54		0.2476				0.0009540
55		0.2473				0.0009531
56		0.2201				0.0009522
57		0.2345				0.0009513
58		0.2261				0.0009504
59		0.2124				0.0009495
60		0.2133				0.0009486
61		0.2150				0.0009477
62		0.2102				0.0009468
63		0.2167				0.0009459
64		0.2102				0.0009449
65		0.2323				0.0009440
66		0.2140				0.0009431
67		0.2066				0.0009422
68		0.2139				0.0009413
69		0.2023				0.0009404
70		0.2055				0.0009395
71		0.2128				0.0009386
72		0.2024				0.0009377
73		0.1958				0.0009368
74		0.1880				0.0009358
75		0.1967				0.0009349
76		0.1933				0.0009340
77		0.1967				0.0009331
78		0.1934				0.0009322
79		0.1997				0.0009313
80		0.1956				0.0009304
81		0.2126				0.0009295
82		0.1949				0.0009286
83		0.1976				0.0009276
84		0.2311				0.0009267
85		0.1924				0.0009258
86		0.1847				0.0009249
87		0.1937				0.0009240
88		0.1912				0.0009231
89		0.1954				0.0009222
90		0.1834				0.0009213
91		0.1896				0.0009204
92		0.1851				0.0009194
93		0.2226				0.0009185
94		0.2513				0.0009176
95		0.1893				0.0009167
96		0.1817				0.0009158
97		0.1847				0.0009149
98		0.1853				0.0009140
99		0.1770				0.0009131
100		0.1897		0.0385		0.0009121
101		0.1916				0.0009112
102		0.1790				0.0009103
103		0.1821				0.0009094
104		0.1873				0.0009085
105		0.1927				0.0009076
106		0.1901				0.0009067
107		0.1765				0.0009057
108		0.1795				0.0009048
109		0.2101				0.0009039
110		0.1974				0.0009030
111		0.1847				0.0009021
112		0.1861				0.0009012
113		0.1779				0.0009003
114		0.1984				0.0008993
115		0.1995				0.0008984
116		0.1783				0.0008975
117		0.1710				0.0008966
118		0.1731				0.0008957
119		0.1790				0.0008948
120		0.1818				0.0008939
121		0.1702				0.0008929
122		0.1752				0.0008920
123		0.1786				0.0008911
124		0.1890				0.0008902
125		0.1782				0.0008893
126		0.1713				0.0008884
127		0.1814				0.0008874
128		0.1793				0.0008865
129		0.1743				0.0008856
130		0.1826				0.0008847
131		0.1697				0.0008838
132		0.1704				0.0008829
133		0.1704				0.0008819
134		0.1759				0.0008810
135		0.1757				0.0008801
136		0.1757				0.0008792
137		0.1709				0.0008783
138		0.1670				0.0008774
139		0.1785				0.0008764
140		0.1713				0.0008755
141		0.1738				0.0008746
142		0.1785				0.0008737
143		0.1709				0.0008728
144		0.2005				0.0008719
145		0.1752				0.0008709
146		0.1639				0.0008700
147		0.1646				0.0008691
148		0.1635				0.0008682
149		0.1609				0.0008673
150		0.1594		0.0403		0.0008664
151		0.1642				0.0008654
152		0.1813				0.0008645
153		0.1712				0.0008636
154		0.1593				0.0008627
155		0.1720				0.0008618
156		0.1608				0.0008608
157		0.1642				0.0008599
158		0.1701				0.0008590
159		0.1640				0.0008581
160		0.1685				0.0008572
161		0.1821				0.0008562
162		0.1624				0.0008553
163		0.1659				0.0008544
164		0.1592				0.0008535
165		0.1652				0.0008526
166		0.1895				0.0008516
167		0.1579				0.0008507
168		0.1820				0.0008498
169		0.1624				0.0008489
170		0.1605				0.0008480
171		0.1827				0.0008470
172		0.1611				0.0008461
173		0.1576				0.0008452
174		0.1568				0.0008443
175		0.1567				0.0008434
176		0.1605				0.0008424
177		0.1655				0.0008415
178		0.1559				0.0008406
179		0.1639				0.0008397
180		0.1591				0.0008388
181		0.1644				0.0008378
182		0.1666				0.0008369
183		0.1554				0.0008360
184		0.1652				0.0008351
185		0.1555				0.0008341
186		0.1646				0.0008332
187		0.1582				0.0008323
188		0.1590				0.0008314
189		0.1646				0.0008305
190		0.1627				0.0008295
191		0.1633				0.0008286
192		0.1586				0.0008277
193		0.1650				0.0008268
194		0.1542				0.0008258
195		0.1665				0.0008249
196		0.1592				0.0008240
197		0.1939				0.0008231
198		0.1588				0.0008221
199		0.1534				0.0008212
200		0.1649		0.0406		0.0008203
201		0.1543				0.0008194
202		0.1574				0.0008184
203		0.1616				0.0008175
204		0.1652				0.0008166
205		0.1533				0.0008157
206		0.1480				0.0008147
207		0.1625				0.0008138
208		0.1649				0.0008129
209		0.1624				0.0008120
210		0.1552				0.0008110
211		0.1608				0.0008101
212		0.1487				0.0008092
213		0.1612				0.0008083
214		0.1607				0.0008073
215		0.1583				0.0008064
216		0.1561				0.0008055
217		0.1698				0.0008046
218		0.1626				0.0008036
219		0.1493				0.0008027
220		0.1703				0.0008018
221		0.1461				0.0008009
222		0.1676				0.0007999
223		0.1552				0.0007990
224		0.1546				0.0007981
225		0.1523				0.0007972
226		0.1497				0.0007962
227		0.1465				0.0007953
228		0.1514				0.0007944
229		0.1697				0.0007935
230		0.1564				0.0007925
231		0.1455				0.0007916
232		0.1482				0.0007907
233		0.1510				0.0007897
234		0.1516				0.0007888
235		0.1599				0.0007879
236		0.1576				0.0007870
237		0.1490				0.0007860
238		0.1553				0.0007851
239		0.1536				0.0007842
240		0.1485				0.0007832
241		0.1509				0.0007823
242		0.1594				0.0007814
243		0.1560				0.0007805
244		0.1465				0.0007795
245		0.1530				0.0007786
246		0.1488				0.0007777
247		0.1445				0.0007767
248		0.1573				0.0007758
249		0.1588				0.0007749
250		0.1494		0.0421		0.0007739
251		0.1591				0.0007730
252		0.1507				0.0007721
253		0.1515				0.0007712
254		0.1482				0.0007702
255		0.1477				0.0007693
256		0.1498				0.0007684
257		0.1487				0.0007674
258		0.1723				0.0007665
259		0.1479				0.0007656
260		0.1467				0.0007646
261		0.1489				0.0007637
262		0.1558				0.0007628
263		0.1528				0.0007618
264		0.1452				0.0007609
265		0.1471				0.0007600
266		0.1641				0.0007591
267		0.1490				0.0007581
268		0.1491				0.0007572
269		0.1474				0.0007563
270		0.1416				0.0007553
271		0.1488				0.0007544
272		0.1524				0.0007535
273		0.1610				0.0007525
274		0.1540				0.0007516
275		0.1489				0.0007507
276		0.1445				0.0007497
277		0.1437				0.0007488
278		0.1490				0.0007479
279		0.1459				0.0007469
280		0.1506				0.0007460
281		0.1693				0.0007451
282		0.1442				0.0007441
283		0.1462				0.0007432
284		0.1471				0.0007423
285		0.1593				0.0007413
286		0.1509				0.0007404
287		0.1433				0.0007395
288		0.1559				0.0007385
289		0.1453				0.0007376
290		0.1404				0.0007366
291		0.1503				0.0007357
292		0.1481				0.0007348
293		0.1490				0.0007338
294		0.1376				0.0007329
295		0.1548				0.0007320
296		0.1448				0.0007310
297		0.1613				0.0007301
298		0.1415				0.0007292
299		0.1418				0.0007282
300		1.5089		0.4023		0.0007273
301		1.0122				0.0007264
302		0.8382				0.0007254
303		0.7655				0.0007245
304		0.7035				0.0007235
305		0.6576				0.0007226
306		0.6577				0.0007217
307		0.5932				0.0007207
308		0.5837				0.0007198
309		0.5840				0.0007189
310		0.5776				0.0007179
311		0.5548				0.0007170
312		0.5278				0.0007160
313		0.5167				0.0007151
314		0.5207				0.0007142
315		0.5157				0.0007132
316		0.4833				0.0007123
317		0.4892				0.0007114
318		0.4875				0.0007104
319		0.5000				0.0007095
320		0.4877				0.0007085
321		0.4888				0.0007076
322		0.4719				0.0007067
323		0.4853				0.0007057
324		0.4795				0.0007048
325		0.4491				0.0007038
326		0.4369				0.0007029
327		0.4652				0.0007020
328		0.4573				0.0007010
329		0.4363				0.0007001
330		0.4498				0.0006991
